,coords,count_cleaned_intersections,count_nonplanar_intersections,count_planar_intersections,distance,edge_length_ratio,is_planar,mean_edge_length,mean_planar_segment_length,name,network_type,nodes,overcount_nonplanar_cleaned,overcount_planar_cleaned,overcount_planar_nonplanar,phi,runtime
60,"(37.74964788713209, -122.17379438653388)",195,215,215,805,0.9999998494898504,True,117.17080182521407,117.17078418981916,"79_Oakland, California, USA",drive,267,1.1025641025641026,1.1025641025641026,1.0,1.0,19.470003128051758
61,"(37.802805485587406, -122.23418643559559)",193,237,254,805,0.9419278447936752,False,120.24475034175984,113.26187853716739,"80_Oakland, California, USA",drive,300,1.2279792746113989,1.3160621761658031,1.0717299578059072,0.9330708661417323,23.335022449493408
62,"(37.8060860081124, -122.19367522124091)",95,112,116,805,0.9670587304764444,True,162.67792820233188,157.31911072388525,"81_Oakland, California, USA",drive,188,1.1789473684210525,1.2210526315789474,1.0357142857142858,0.9655172413793103,12.786985397338867
63,"(37.849755428071155, -122.23903249908592)",150,164,188,805,0.9003435425158637,False,170.73413865788638,153.7193792276361,"82_Oakland, California, USA",drive,233,1.0933333333333333,1.2533333333333334,1.146341463414634,0.8723404255319149,18.341004371643066
64,"(37.778668540626995, -122.19337887686983)",206,255,268,805,0.9681816645049474,False,114.69145469611489,111.04216351217828,"83_Oakland, California, USA",drive,325,1.2378640776699028,1.3009708737864079,1.0509803921568628,0.9514925373134328,22.233020305633545
65,"(37.72144074145224, -122.19385373033397)",34,46,53,805,0.8986485812263162,False,233.66942795445777,209.98669990723837,"84_Oakland, California, USA",drive,75,1.3529411764705883,1.5588235294117647,1.1521739130434783,0.8679245283018868,5.635998725891113
66,"(37.740504283022794, -122.16923364772312)",180,188,190,805,0.9906913496803965,True,121.11754760228398,119.99010670408639,"85_Oakland, California, USA",drive,257,1.0444444444444445,1.0555555555555556,1.0106382978723405,0.9894736842105263,17.283003091812134
67,"(37.8264579350309, -122.3043362678446)",27,28,47,805,0.5669290953664435,True,439.81124595202834,249.34179179957184,"86_Oakland, California, USA",drive,49,1.037037037037037,1.7407407407407407,1.6785714285714286,0.5957446808510638,6.435004234313965
68,"(37.817841122934404, -122.28143378445395)",202,257,271,805,0.9657078050065141,True,109.23623877917099,105.49028837860067,"87_Oakland, California, USA",drive,321,1.2722772277227723,1.3415841584158417,1.0544747081712063,0.9483394833948339,26.5970401763916
69,"(37.83468303210328, -122.19317008639204)",97,103,103,805,0.9999999268666618,True,225.5618914798625,225.56187498376843,"88_Oakland, California, USA",drive,152,1.0618556701030928,1.0618556701030928,1.0,1.0,13.258963108062744
70,"(37.77243745821078, -122.18430553639482)",191,219,219,805,0.9999998535918844,True,120.02534131627411,120.02532374359006,"89_Oakland, California, USA",drive,278,1.1465968586387434,1.1465968586387434,1.0,1.0,19.219881057739258
71,"(37.84356262332561, -122.28242852065165)",200,264,266,805,0.9932959243208755,True,106.82940212527055,106.11320972866712,"90_Oakland, California, USA",drive,329,1.32,1.33,1.0075757575757576,0.9924812030075189,25.942004919052124
72,"(37.75323580136095, -122.18557495032793)",151,163,164,805,0.9952530342643905,False,127.83719975740355,127.23036095041888,"91_Oakland, California, USA",drive,225,1.0794701986754967,1.086092715231788,1.0061349693251533,0.9939024390243902,14.949003458023071
73,"(37.816847249884916, -122.32048322207632)",7,7,7,805,0.9230769063747607,True,744.2235903470372,686.9756094286603,"92_Oakland, California, USA",drive,19,1.0,1.0,1.0,1.0,2.8440024852752686
74,"(37.79522303119234, -122.31035399116362)",10,11,11,805,0.9999999511170766,True,298.1506704138349,298.15065583935854,"93_Oakland, California, USA",drive,22,1.1,1.1,1.0,1.0,3.7889983654022217
75,"(37.821811226766485, -122.2109254267682)",112,127,135,805,0.955752119300889,True,175.8563585024024,168.075087331208,"94_Oakland, California, USA",drive,186,1.1339285714285714,1.2053571428571428,1.062992125984252,0.9407407407407407,16.545005083084106
76,"(37.783383999722524, -122.20193690302997)",194,212,218,805,0.9798993647092382,True,126.37593155163948,123.83569504198971,"95_Oakland, California, USA",drive,300,1.092783505154639,1.1237113402061856,1.028301886792453,0.9724770642201834,19.603000164031982
77,"(37.81742632534302, -122.28460801335932)",193,231,235,805,0.9917451366555396,True,116.26073238322847,115.30101592507805,"96_Oakland, California, USA",drive,297,1.1968911917098446,1.217616580310881,1.0173160173160174,0.9829787234042553,24.719003677368164
78,"(37.73995346145359, -122.12786409649605)",13,13,13,805,0.9999999580854341,True,233.36546831281683,233.36545853140453,"97_Oakland, California, USA",drive,42,1.0,1.0,1.0,1.0,5.995000123977661
79,"(37.82441040631624, -122.30363097979622)",28,29,51,805,0.5985401065546755,True,420.5261716091129,251.70177956394818,"101_Oakland, California, USA",drive,55,1.0357142857142858,1.8214285714285714,1.7586206896551724,0.5686274509803921,6.658005714416504
80,"(37.773708028564904, -122.14838409408857)",84,104,106,805,0.9832401161755573,True,151.35783268929956,148.82109299750746,"102_Oakland, California, USA",drive,154,1.2380952380952381,1.2619047619047619,1.0192307692307692,0.9811320754716982,11.182996273040771
81,"(37.82429671561286, -122.25862059314382)",209,258,347,805,0.7993919554820363,False,127.96175504857537,102.291597595194,"103_Oakland, California, USA",drive,326,1.2344497607655502,1.6602870813397128,1.3449612403100775,0.7435158501440923,28.998995304107666
82,"(37.763021631886325, -122.18007560868446)",174,200,200,805,0.9999998699726219,True,128.17709504825507,128.17707838172348,"104_Oakland, California, USA",drive,260,1.1494252873563218,1.1494252873563218,1.0,1.0,18.991000413894653
83,"(37.827226984707075, -122.26545754853541)",181,219,364,805,0.6842582978765912,False,149.0990290798068,102.02224785320097,"105_Oakland, California, USA",drive,307,1.2099447513812154,2.0110497237569063,1.6621004566210045,0.6016483516483517,25.0640070438385
84,"(37.787455512512736, -122.17482365859607)",81,84,99,805,0.8786981379690141,False,184.9605426422451,162.5244844174792,"106_Oakland, California, USA",drive,140,1.037037037037037,1.2222222222222223,1.1785714285714286,0.8484848484848485,11.24199891090393
85,"(37.808743946612616, -122.25894732234563)",144,180,180,805,0.9962823799692492,True,117.31072385103455,116.87460715422407,"107_Oakland, California, USA",drive,234,1.25,1.25,1.0,1.0,19.599003076553345
86,"(37.7142790757353, -122.2078097683146)",19,23,27,805,0.8666666004337269,True,258.81251567342747,224.30416310839004,"109_Oakland, California, USA",drive,34,1.2105263157894737,1.4210526315789473,1.173913043478261,0.8518518518518517,3.488996982574463
87,"(37.74015262445967, -122.15612729777331)",190,194,196,805,0.9973613350693579,True,119.93664756964102,119.62017494380022,"110_Oakland, California, USA",drive,255,1.0210526315789474,1.0315789473684212,1.0103092783505154,0.9897959183673469,18.522005319595337
88,"(37.803089661984586, -122.27249533304308)",270,311,421,805,0.7703178613456454,False,114.14619205730222,87.92885054633034,"111_Oakland, California, USA",drive,382,1.151851851851852,1.5592592592592593,1.3536977491961415,0.7387173396674585,34.14900755882263
89,"(37.745554888874864, -122.14425375725934)",83,85,87,805,0.9878786788071658,True,149.26474666788317,147.45546073075474,"112_Oakland, California, USA",drive,135,1.0240963855421688,1.0481927710843373,1.0235294117647058,0.9770114942528736,10.062999963760376
90,"(37.74790321137155, -122.16666281047061)",197,213,213,805,0.9999998474177856,True,113.21383144402174,113.21381416960463,"113_Oakland, California, USA",drive,277,1.0812182741116751,1.0812182741116751,1.0,1.0,19.176000833511353
91,"(37.826328852562376, -122.20983401564033)",113,132,150,805,0.9199999085214312,False,183.1060904770336,168.45758648858782,"115_Oakland, California, USA",drive,197,1.168141592920354,1.3274336283185841,1.1363636363636365,0.8799999999999999,16.836002111434937
92,"(37.87087880387025, -122.21760256865177)",5,5,5,805,0.9999999852043333,True,813.2889102146814,813.2888981815298,"116_Oakland, California, USA",drive,15,1.0,1.0,1.0,1.0,5.276000261306763
93,"(37.76898873497395, -122.18685957346608)",190,210,210,805,0.9999998607144054,True,124.7667593112235,124.76674193301123,"118_Oakland, California, USA",drive,271,1.105263157894737,1.105263157894737,1.0,1.0,19.039000749588013
94,"(37.743565651970385, -122.14814900192118)",143,149,156,805,0.9720278501643492,False,137.31997912705214,133.4788440954818,"119_Oakland, California, USA",drive,208,1.0419580419580419,1.0909090909090908,1.0469798657718121,0.9551282051282051,13.504002094268799
95,"(37.84909338337351, -122.23731588590957)",130,142,167,805,0.8922494325497651,False,174.98145634249258,156.1271051283205,"121_Oakland, California, USA",drive,215,1.0923076923076922,1.2846153846153847,1.176056338028169,0.8502994011976048,16.592004776000977
96,"(37.805239671757896, -122.25491621298346)",161,189,193,805,0.9801978608610595,True,108.03256456480388,105.89328868975507,"122_Oakland, California, USA",drive,247,1.173913043478261,1.1987577639751552,1.0211640211640212,0.9792746113989638,20.346001386642456
97,"(37.775124233782414, -122.18318845377837)",179,202,202,805,0.9999998546297478,True,120.08067765325684,120.08066019709845,"123_Oakland, California, USA",drive,262,1.1284916201117319,1.1284916201117319,1.0,1.0,18.138018131256104
98,"(37.760589225939995, -122.16422155048907)",143,149,149,805,0.9999998802877552,True,134.1940122911065,134.19399622644005,"124_Oakland, California, USA",drive,221,1.0419580419580419,1.0419580419580419,1.0,1.0,14.482982397079468
99,"(37.727177290578275, -122.2023982356884)",48,74,80,805,0.940886612319931,False,191.35371673170775,180.0421502905242,"127_Oakland, California, USA",drive,103,1.5416666666666667,1.6666666666666667,1.0810810810810811,0.9249999999999999,6.710000514984131
100,"(37.78906942637724, -122.14904802146054)",33,38,38,805,0.9999998924895548,True,142.25682588115774,142.25681058706306,"128_Oakland, California, USA",drive,65,1.1515151515151516,1.1515151515151516,1.0,1.0,5.173997163772583
101,"(37.72272709192036, -122.25145233524674)",1,2,2,805,0.9999999806703305,True,471.0016473206287,471.00163821632253,"129_Oakland, California, USA",drive,6,2.0,2.0,1.0,1.0,3.100999355316162
102,"(37.80875935191046, -122.27621523041772)",238,300,353,805,0.8878877158677504,False,104.5905476020688,92.86466241175808,"130_Oakland, California, USA",drive,362,1.2605042016806722,1.4831932773109244,1.1766666666666667,0.8498583569405098,31.094005584716797
103,"(37.84875263299722, -122.23818994488316)",142,153,177,805,0.8956833525753131,False,167.48288170479822,150.01162898432824,"131_Oakland, California, USA",drive,219,1.0774647887323943,1.2464788732394365,1.1568627450980393,0.8644067796610169,15.947002410888672
104,"(37.80925013047786, -122.18298942869056)",25,38,38,805,0.9999999347527574,True,233.1569301837257,233.15691497087892,"132_Oakland, California, USA",drive,63,1.52,1.52,1.0,1.0,7.0580103397369385
105,"(37.81127753943605, -122.2035221487803)",107,113,117,805,0.9677418439901814,True,170.7390165452799,165.23129071259925,"133_Oakland, California, USA",drive,187,1.0560747663551402,1.0934579439252337,1.0353982300884956,0.9658119658119657,13.12099003791809
106,"(37.79634118772065, -122.20787788458766)",172,191,211,805,0.9285712981275778,False,130.43061292947237,121.1141235634958,"134_Oakland, California, USA",drive,269,1.1104651162790697,1.2267441860465116,1.1047120418848169,0.90521327014218,16.97100567817688
107,"(37.85380947701484, -122.23185735192617)",97,102,121,805,0.873737296881516,True,212.766751929442,185.90224669709073,"135_Oakland, California, USA",drive,167,1.0515463917525774,1.2474226804123711,1.1862745098039216,0.8429752066115702,12.927998304367065
108,"(37.740226289802315, -122.16283365932851)",184,191,191,805,0.999999859582028,True,120.63842055731169,120.63840361750933,"136_Oakland, California, USA",drive,259,1.0380434782608696,1.0380434782608696,1.0,1.0,16.86700415611267
109,"(37.88196900657018, -122.24237096817394)",20,21,21,805,0.9999999485299692,True,278.9334901729666,278.93347581625125,"140_Oakland, California, USA",drive,42,1.05,1.05,1.0,1.0,6.021998405456543
110,"(37.750865007477245, -122.21943820749539)",11,13,13,805,0.9999999587959726,True,306.4937712522054,306.49375862342765,"141_Oakland, California, USA",drive,31,1.1818181818181819,1.1818181818181819,1.0,1.0,4.300001859664917
111,"(37.80144033117594, -122.18618580566347)",116,138,142,805,0.9793387391146913,False,154.9033285998351,151.7028305156312,"142_Oakland, California, USA",drive,208,1.1896551724137931,1.2241379310344827,1.0289855072463767,0.971830985915493,12.582003593444824
112,"(37.75573421954581, -122.16404720071125)",163,176,176,805,0.9999998673329142,True,123.09544692803263,123.09543059731841,"143_Oakland, California, USA",drive,249,1.0797546012269938,1.0797546012269938,1.0,1.0,15.202000856399536
113,"(37.72099188833869, -122.200486438717)",37,51,61,805,0.8639455061664699,False,236.2171658529165,204.07875891800694,"144_Oakland, California, USA",drive,74,1.3783783783783783,1.6486486486486487,1.196078431372549,0.8360655737704918,5.669003486633301
114,"(37.77215469492583, -122.16908630614815)",131,148,150,805,0.988742855462096,True,153.9696206508173,152.2363623767048,"145_Oakland, California, USA",drive,207,1.1297709923664123,1.1450381679389312,1.0135135135135136,0.9866666666666666,13.419999122619629
115,"(37.727499337398605, -122.22167064427794)",8,10,10,805,0.9999999674664052,True,369.3391905777933,369.33917856186173,"146_Oakland, California, USA",drive,24,1.25,1.25,1.0,1.0,3.838000774383545
116,"(37.7466047318509, -122.14484663052461)",91,96,102,805,0.9679998857058327,False,141.87039535465888,137.3305264883511,"148_Oakland, California, USA",drive,146,1.054945054945055,1.120879120879121,1.0625,0.9411764705882353,9.380000352859497
117,"(37.81623333850915, -122.32157595376756)",6,6,6,805,0.9999999838512135,True,762.5861029231903,762.5860906083501,"149_Oakland, California, USA",drive,18,1.0,1.0,1.0,1.0,2.705002784729004
118,"(37.76578847126049, -122.14217031537318)",91,112,115,805,0.9790574919982226,True,169.29776019821264,165.75224050057858,"150_Oakland, California, USA",drive,153,1.2307692307692308,1.2637362637362637,1.0267857142857142,0.9739130434782609,10.516000270843506
